wav_filename,wav_filesize,transcript
common_voice_tr_18731995.wav,92204,ya tahmin hatalı çıkarsa
common_voice_tr_18732000.wav,111404,fakat sokakta herkes iyimser bir havada değil
common_voice_tr_18731998.wav,98348,kentin kalburüstü semti olan sandton'a gittik
common_voice_tr_18511720.wav,110636,müşteriler geçip gittiğinde iç çekiyor
common_voice_tr_18511718.wav,120620,siryopulos temerrüt çağrısında bulunuyor
common_voice_tr_18511719.wav,132908,belgrad bu son hayal kırıklığını hafife alıyor
common_voice_tr_18511727.wav,79148,bu doğru mu sizce
common_voice_tr_18511726.wav,204332,yerli ilaçlar yoksa yerli ilaç firmaları çalışmıyorsa neden bu ilaçları ithal etmiyorlar
common_voice_tr_18511732.wav,105260,bu da yıl sonuna kadar gerçekleşebilecek
common_voice_tr_18511768.wav,109100,alıcının adı kasım ayında duyurulacak
common_voice_tr_18511771.wav,86828,partinin hükümet gündemini sunmak
common_voice_tr_18511770.wav,126764,hayranlar sırılsıklam fakat heyecanlıydılar
common_voice_tr_18511774.wav,88364,cenazesi salı günü kaldırılacak
common_voice_tr_18511776.wav,107564,eski rejimin bir kurbanıyım
common_voice_tr_18511781.wav,81452,bu bir kalite meselesi
common_voice_tr_18511789.wav,139052,yetkililer oybirliğiyle planı reddettiler
common_voice_tr_18511790.wav,92972,ancak buna yasal bir engel olabilir
common_voice_tr_18511795.wav,109100,tek istisna ise vize serbestliği konusu oldu
common_voice_tr_18511800.wav,126764,endeks gün sonunda yüzde üç virgül doksan üç oranında düştü
common_voice_tr_18511797.wav,115244,değişimin temelleri şimdiden atılmaya başlanmalı
common_voice_tr_18511809.wav,118316,sadece gelinlik yaklaşık kırk kilo gelir
common_voice_tr_18511806.wav,131372,bunun etkileri ise şüphesiz oldukça çarpıcı oldu
common_voice_tr_18511807.wav,104492,fakat bazı radikaller ve suçlular da var
common_voice_tr_18511811.wav,109100,diğer üçü ise sofya'da ele geçirildi
common_voice_tr_18511812.wav,107564,etkinlik yirmi dokuz kasım'da sona erecek
common_voice_tr_18511815.wav,116780,yeni fiyatlar gelecek ay yürürlüğe girecek
common_voice_tr_18511818.wav,106028,tesis atina şehir merkezinde bulunuyor
common_voice_tr_17346651.wav,82988,ab sonucu memnuniyetle karşıladı
common_voice_tr_17346658.wav,59948,bu arada seçimler de yaklaşıyor
common_voice_tr_17346669.wav,92204,peki küreselleşmenin bu tablodaki yeri nedir
common_voice_tr_17346677.wav,75308,hükümet geçiş için fon ayırdı bile
common_voice_tr_17346678.wav,53804,gerçekler olmadan barış olmaz
common_voice_tr_17346683.wav,96044,fakat sadece orduyu eleştirmek de yanlış olur
common_voice_tr_17346684.wav,86828,ancak o günü bütün ülkeler kutlamadı
common_voice_tr_17346690.wav,69164,fakat morar yılmıyor
common_voice_tr_17346693.wav,88364,hırvatistan dijital televizyona geçti
common_voice_tr_17346706.wav,111404,kosteliç'in üç olimpiyat şampiyonluğu bulunuyor
common_voice_tr_17346695.wav,113708,gurur duyduğumuz ortak bir tarihimiz var
common_voice_tr_17346708.wav,76844,gerisiyse henüz değerlendirilmedi
common_voice_tr_17346727.wav,46124,savaş olamaz
common_voice_tr_17346737.wav,86828,her iki toplumdan da sakin olmalarını istiyoruz
common_voice_tr_17346757.wav,94508,kurul salı günü tekrar toplanma kararı aldı
common_voice_tr_17346738.wav,117548,festivale balkanlar'dan da gelenler oldu
common_voice_tr_17346763.wav,53804,ne yapabilirim ki
common_voice_tr_17346762.wav,113708,bitiki de bağlantının net olmadığına katılıyor
common_voice_tr_17346771.wav,84524,bugüne kadar bunu sadece dokuz ülke yaptı
common_voice_tr_17346782.wav,90668,halk bize destek verdi ve bize güvenebilirler
common_voice_tr_17346770.wav,84524,bu konuda gelinen aşama nedir
common_voice_tr_17346796.wav,75308,türkiye tek başına başarabilir mi
common_voice_tr_17346793.wav,84524,diğer kadın adaylar yarıştan çekildiler
common_voice_tr_17346785.wav,98348,ülkede elle tutulur bir heyecan var
common_voice_tr_17346783.wav,92204,avusturya rodos'tan sonra ikinci geldi
common_voice_tr_17346806.wav,84524,yeni kosova için çalışmalıyız
common_voice_tr_19183203.wav,113708,kaybedecek hiçbir şeyim yok
common_voice_tr_17346819.wav,86828,pasiç sorunun siyasi olduğunu düşünüyor
common_voice_tr_19183215.wav,119084,türkiye de yardım eden ülkelerden biriydi
common_voice_tr_19183233.wav,117548,suça polis bakar ordu değil
common_voice_tr_19183216.wav,148268,peki siz kariyeriniz boyunca bunu yapmayı başarabildiniz mi
common_voice_tr_19183237.wav,125228,rugova geçen ekim ayında tekrar seçildi
common_voice_tr_19183253.wav,92204,her iki tarafı da kastediyorum
common_voice_tr_19183257.wav,149804,gül'ün bu gelişme üzerine gitmesi bekleniyor
common_voice_tr_19183265.wav,86828,yangında yaralanan olmadı
common_voice_tr_19183287.wav,138284,jezero'nun yeniden inşası iki bin üç yılında başladı
common_voice_tr_19183292.wav,111404,artık yığılmalar ortadan kalktı
common_voice_tr_19183304.wav,86828,belge iki bin altı yılını kapsıyor
common_voice_tr_19183307.wav,122924,bu bakımdan kosova ile kıyaslanamaz
common_voice_tr_19183308.wav,130604,kimi zamlar ise dünya piyasalarına atfediliyor
common_voice_tr_19183306.wav,109868,yalnızca büyükler ayakta kalacak
common_voice_tr_19183310.wav,86828,biz size yardım etmeye hazırız
common_voice_tr_19183312.wav,79148,opa
common_voice_tr_19183311.wav,99884,etkinlik çarşamba günü sona erdi
common_voice_tr_19183321.wav,102188,kıbrıs rum takımı bu yıl turnuvaya katılmayacak
common_voice_tr_19183325.wav,132908,ekonomik kriz yüzünden yaz tatiline çıkamıyor musunuz
common_voice_tr_19183328.wav,88364,diğer üç koltuk bağımsız adaylara gitti
common_voice_tr_19183333.wav,107564,proje gelecek yılın sonuna kadar uygulanacak
common_voice_tr_19183335.wav,79148,bunun temel nedeni ise vergiler
common_voice_tr_19183343.wav,84524,bu kadarla da kalmadı
common_voice_tr_19183336.wav,92204,pişirme yaklaşık otuz beş dakika sürer
common_voice_tr_19183345.wav,115244,çalışma gelecek yılın ilk günlerinde başlayacak
common_voice_tr_19183340.wav,76844,bu mesele çok fazla uzadı
common_voice_tr_19183372.wav,117548,etrafımda bir sürü yerli insan var
common_voice_tr_19183352.wav,86828,burada bir lokantamız vardı
common_voice_tr_19183375.wav,111404,soygunda iki banka çalışanı hafif yaralandı
common_voice_tr_19847017.wav,134444,festivalde bin beş yüzün üzerinde film yarıştı
common_voice_tr_19847037.wav,129068,çıkarılmayı bekleyen yalnızca bir tek yasa var
common_voice_tr_19847015.wav,132908,bulgar hükümeti projede yüzde elli bir hisseye sahip
common_voice_tr_19847049.wav,99884,benim için de aynısı geçerliydi
common_voice_tr_19847050.wav,122924,yeni anlaşma mart iki bin on ikide imzalanacak
common_voice_tr_19847072.wav,119084,üsküp'te yeni bir kültür merkezi açıldı
common_voice_tr_19847051.wav,134444,küçülmenin bu yıl da devam etmesini bekliyoruz
common_voice_tr_19847079.wav,138284,ülke ırklararası büyük çatışmalara sahne oldu
common_voice_tr_19847081.wav,149804,hareket yaklaşık iki bin iki yüz çalışanı etkileyecek
common_voice_tr_19847089.wav,140588,bu kampanya da benzer sorunlarla karşılaştı
common_voice_tr_19847087.wav,121388,çocuklar yerel kliniklerde aşı olabilecek
common_voice_tr_19847090.wav,119084,ancak daha yapılacak çok iş var
common_voice_tr_19847113.wav,115244,bu arnavutluk için büyük bir zafer
common_voice_tr_19847114.wav,88364,sırbistan almanya maçı
common_voice_tr_19847130.wav,106028,ancak bu durum artık değişmeye başladı
common_voice_tr_19847132.wav,117548,anlaşmadan en az iki büyük fayda bekleniyor
common_voice_tr_19847136.wav,119084,tenisçi geçen yıl hiçbir turnuva kazanamadı
common_voice_tr_19847148.wav,98348,fakat bu tezatın bir açıklaması var
common_voice_tr_19847152.wav,96044,sergi on iki haziran'da kapanıyor
common_voice_tr_19847157.wav,92204,bugüne kadar neler denedin
common_voice_tr_19847159.wav,113708,tepkiler beklenilenden farklı olmadı
common_voice_tr_19847176.wav,125228,kosova avrupa'nın en genç nüfusuna sahip
common_voice_tr_19847204.wav,115244,belgrad hareketi kesin bir dille eleştiriyor
common_voice_tr_19847174.wav,121388,sırbistan on bir mayıs'ta başkanlığı devralacak
common_voice_tr_19847214.wav,107564,ancak diğer analistler durumdan daha umutlu
common_voice_tr_19847223.wav,119084,bu koalisyon konusunda ne kadar rahatsınız
common_voice_tr_19847226.wav,117548,fakat iyi haber uyarısız olarak gelmiyor
common_voice_tr_19847238.wav,115244,fakat basın standartları da tehlikede bulunuyor
common_voice_tr_19847242.wav,122924,sonuçta da kurbanların çoğu türkler oldu
common_voice_tr_19421260.wav,134444,bu da enstitüye iki yüz elli bir milyon avroya mal oldu
common_voice_tr_19421259.wav,117548,sanıkların tümü suçlamaları reddetti
common_voice_tr_19421289.wav,117548,bu ayinle ilgili olarak ne düşünüyorsunuz
common_voice_tr_19421302.wav,117548,genel başkanlık seçimi on bir kasım'da yapılacak
common_voice_tr_19421304.wav,115244,en yakın arkadaşlarım arnavutluk'ta
common_voice_tr_19421310.wav,111404,burada yaşayanlar oldukça endişeli
common_voice_tr_19421318.wav,115244,bombalardan biri patlayarak hasara yol açtı
common_voice_tr_19421322.wav,109868,birlikte iki çocukları olmuş
common_voice_tr_19421323.wav,103724,hırvat heyetinin gezisi bir hafta sürecek
common_voice_tr_19421325.wav,155948,mali af akıllıca bir kamu politikası mı yoksa seçim oyunu mu
common_voice_tr_19421334.wav,117548,bu sanıklara da on beşer yıl hapis cezası verildi
common_voice_tr_19421326.wav,115244,ayin on beş dile tercüme edildi
common_voice_tr_19421331.wav,144428,turnuvayı en az seksen ülke canlı olarak yayınlıyor
common_voice_tr_19421345.wav,122924,açıklamaya rağmen kavganın durulduğu pek yok
common_voice_tr_19421346.wav,119084,baraj sulama için gerekli suyu sağlayacak
common_voice_tr_19421358.wav,94508,başvuru süresi bir mart'ta sona erecek
common_voice_tr_19421359.wav,122924,tahminen kaç gazeteci işten çıkarıldı
common_voice_tr_19421365.wav,103724,kazı çalışmaları iki bin beş başına kadar sürecek
common_voice_tr_19421386.wav,111404,yalnızca ücretin bir kısmı alınabiliyor
common_voice_tr_19421395.wav,80684,maç olaysız geçti
common_voice_tr_19421393.wav,109868,priştine'nin yanıtı çabuk geldi
common_voice_tr_19421397.wav,86828,hayranlar da memnun kaldılar
common_voice_tr_19421396.wav,176684,fuarda on beş ülkeden bin sekiz yüz katılımcı bir araya geldi
common_voice_tr_19421399.wav,115244,geçen yıl ülkeye yaklaşık on beş milyon turist geldi
common_voice_tr_19421412.wav,86828,ve tabii ki banyoda kaçak var
common_voice_tr_19421413.wav,88364,bazıları şimdiden başarıya ulaştı
common_voice_tr_19421416.wav,109868,peki tüm bunlar gerçekleştirilebilirse ne olacak
common_voice_tr_19421430.wav,171308,taşınmaz ordu malları konusunda anlaşmaya varmaya yetecek kadar iyi mi
common_voice_tr_17528645.wav,186668,kulelerde bir çok bar ve restoran bulunuyor
common_voice_tr_19421431.wav,134444,parti konseydeki otuz beş sandalyenin on yedisini aldı
common_voice_tr_17528644.wav,244268,ancak faillerin kimlikleri belirlenemedi
common_voice_tr_17528655.wav,130604,ancak bu sporcular sırbistan adına yarışacaklar
common_voice_tr_17528654.wav,136748,rekor sayıda on bir aday yarışıyor
common_voice_tr_17528656.wav,92204,ankara ziyaretin devamını bekliyor
common_voice_tr_17528658.wav,69164,tebrik edilmeyi hak ediyor
common_voice_tr_17528665.wav,107564,yarışmaya yüzden fazla ülkeden katılım oldu
common_voice_tr_17528709.wav,65324,bu haberler doğru mu
common_voice_tr_17528711.wav,145964,eğer türkiye'nin herhangi bir rolü olmayacaksa niçin risk alsın
common_voice_tr_17528713.wav,80684,büyükbabalarımıza ayrımcılık yapılmış
common_voice_tr_17528763.wav,107564,fakat zaman komünistlerden yana değildi
common_voice_tr_17528808.wav,79148,bu en yüksek risktir
common_voice_tr_17528820.wav,129068,projenin değeri iki yüz yirmi üç milyon avro
common_voice_tr_17528806.wav,132908,bu miktar daha sonra iki yüz milyon avroya düştü
common_voice_tr_17528843.wav,96044,yeni parlamento yirmi altı temmuz'da kurulacak
common_voice_tr_17528822.wav,148268,çok sayıda insan hastaneye kaldırıldı
common_voice_tr_17528865.wav,76844,bahis oldukça yüksek
common_voice_tr_17528869.wav,94508,esas yarışma son iki günde yapıldı
common_voice_tr_17528867.wav,90668,ancak sürecin tamamlanmasına daha çok var
common_voice_tr_17528900.wav,102188,dizi on aralık'ta sona erdi
common_voice_tr_17528902.wav,153644,dış politika alanında başlıca konu kıbrıs'tı
common_voice_tr_17528904.wav,129068,etkinliğe yaklaşık iki yüz elli bin kişi katıldı
common_voice_tr_17528909.wav,176684,sırbistan için tarihi zafer otuz yedi yıl sonra almanya ile ilk maç
common_voice_tr_17528917.wav,103724,musliu hakkındaki tüm suçlamaları reddetti
common_voice_tr_17528927.wav,86828,bulgaristan da aynı tarihte üye olacak
common_voice_tr_17528928.wav,121388,projenin toplam bütçesi bir milyar avro
common_voice_tr_17528925.wav,53804,fikir yeni değil
common_voice_tr_17528940.wav,103724,dağa tırmanmaya devam ettik
common_voice_tr_17528933.wav,80684,fonun şu anki değeri elli milyon avro
common_voice_tr_17528941.wav,94508,cuma günkü oylamaya karışık tepkiler geldi
common_voice_tr_17528942.wav,57644,herkes de iyimser değil
common_voice_tr_17528943.wav,52268,birer birer pişirin
common_voice_tr_17528944.wav,99884,tahsilat firmaları altın çağlarını yaşıyorlar
common_voice_tr_17528964.wav,84524,yerleşim yerlerinin manzarası harika
common_voice_tr_19013983.wav,184364,yıldız da duyduğu güveni dile getirdi
common_voice_tr_17528961.wav,88364,polis olaya müdahale ederek düzeni sağladı
common_voice_tr_19014007.wav,194348,türk medyası da yasağa ateş püskürdü
common_voice_tr_19014011.wav,253484,ondan sonraysa yüzde altı virgül yetmiş beşe yükseliyor
common_voice_tr_19014010.wav,155948,kıbrıs türklerinin çoğunluğu planı onayladı
common_voice_tr_19014556.wav,138284,kazadan kurtulan olmadı
common_voice_tr_19014553.wav,209708,cumhurbaşkanlığı seçimleri altı nisan'da yapılacak
common_voice_tr_19014559.wav,178988,yunanistan'daki gençlerin hepsi aynı değil
common_voice_tr_19014558.wav,155948,sürekli tetikte olmak ne demek iyi biliriz
common_voice_tr_19014569.wav,176684,yarışmanın tarihi bin üç yüz elli yedi yılına kadar uzanıyor
common_voice_tr_19016215.wav,175148,etkinlik bin dokuz yüz yetmiş iki yılından beri düzenleniyor
common_voice_tr_19014570.wav,153644,siz bu konuda ne düşünüyorsunuz
common_voice_tr_19019290.wav,96044,yine de riskler var
common_voice_tr_19016219.wav,213548,sırbistan'daki fabrika iki bin altı yılında açılmıştı
common_voice_tr_19019291.wav,138284,bekaj musliu'nun akrabası
common_voice_tr_19016218.wav,134444,daha iyi bir hayat düşünülemezdi
common_voice_tr_19101102.wav,149804,peki nerede hata yaptılar
common_voice_tr_19101107.wav,165164,bülbüller güneş ışığında şakıyorlardı
common_voice_tr_19016217.wav,122924,bu da cuma günü gerçekleşti
common_voice_tr_19196921.wav,140588,yine de bu da bir gelişme
common_voice_tr_19101111.wav,171308,ancak geçmişe değil geleceğe bakma zamanı
common_voice_tr_19101248.wav,119084,teklif süresi bir ay içinde sona erecek
common_voice_tr_19196923.wav,169004,burada arkadaşlarım iyi adamlar var
common_voice_tr_19196943.wav,184364,bayanlar sekizlide rumenler son şampiyondular
common_voice_tr_19196944.wav,134444,tabii ki riskler var
common_voice_tr_19196979.wav,142124,muhabbet etmek için yanımıza geliyorlar
common_voice_tr_19196958.wav,171308,bence olmama olasılığı oldukça yüksek
common_voice_tr_19196980.wav,199724,projenin ilk safhası otuz bir okulu kapsayacak
common_voice_tr_19196982.wav,142124,şu anda ikisi de işsiz durumda
common_voice_tr_19197016.wav,129068,ancak komünistler iki
common_voice_tr_19197019.wav,132908,yeni bir girişimin yararı olacak mı
common_voice_tr_19197018.wav,149804,bir diğer engel de kaynak yetersizliği
common_voice_tr_19197020.wav,144428,bu her zaman ve her yerde doğrudur
common_voice_tr_19197024.wav,153644,sizce bu bütçe mali açıdan ne kadar istikrarlı
common_voice_tr_19197025.wav,111404,düşüş genel ekonomik krize bağlandı
common_voice_tr_19201461.wav,192044,hakemler bir dolu hata acemi hataları yaptılar
common_voice_tr_18237805.wav,145964,ancak katılım nispeten düşük gerçekleşti
common_voice_tr_18237806.wav,129068,çatışmada bir polis memuru hafif yaralandı
common_voice_tr_18237808.wav,92204,bir porsiyonda kaç gram yağ vardır
common_voice_tr_18237809.wav,106028,kosova'da bu duruma karışık tepkiler geldi
common_voice_tr_18237816.wav,121388,ancak komisyon yine de güçlüklerle karşılaştı
common_voice_tr_18237818.wav,107564,yerel halka gidilecek kulüpleri sorduk
common_voice_tr_18237817.wav,117548,bugüne dek herkes hizmetlerimizden memnun kaldı
common_voice_tr_18237819.wav,84524,tahminler artık doğrulandı
common_voice_tr_18237822.wav,119084,kısıtlamaların kesin içeriği gizli tutuluyor
common_voice_tr_18237832.wav,115244,bombalardan biri patlarken diğeri patlamadı
common_voice_tr_18237835.wav,115244,uygulamaya mart iki bin sekizde başlanacak
common_voice_tr_18237833.wav,122924,bu işbirliği o günden bu yana sürekli büyüdü
common_voice_tr_18237842.wav,99884,etkinlik avrupa sinemasını tanıtıyor
common_voice_tr_18237859.wav,65324,bunlar faşist
common_voice_tr_18237857.wav,86828,bu konuda yapılmış pek çok şey var
common_voice_tr_18237856.wav,86828,çoğunluk bundan şüphe duyuyor
common_voice_tr_18237867.wav,130604,hükümet de bu çağrılara kulak tıkamadı
common_voice_tr_18237871.wav,106028,hükümler sert tepkilere yol açtı
common_voice_tr_18237870.wav,138284,aynı rakam iki bin iki yılında yüzde dokuz virgül altı idi
common_voice_tr_18237877.wav,115244,kampanya süresi de otuz günden yirmi güne indirildi
common_voice_tr_18237885.wav,129068,etkinlikte altmış ülkeden beş yüz karikatür yer alacak
common_voice_tr_18237878.wav,88364,pek çoğu da hapse atılmıştı
common_voice_tr_18237888.wav,122924,takım üç sezondur şampiyonluğu elden bırakmıyor
common_voice_tr_18237889.wav,106028,skor üç sıfır oldu
common_voice_tr_18237893.wav,103724,yüzlercesi hakkında ise davalar açıldı
common_voice_tr_18237890.wav,119084,ancak bu mahkeme sadece danışmanlık rolüne sahip
common_voice_tr_18237891.wav,113708,en sonunda oturum on altı ekim'de başladı
common_voice_tr_18237896.wav,99884,kurbanlar anısına sokaklara çiçekler bırakıldı
common_voice_tr_18237899.wav,130604,mücadele iki iki iki bir iki iki sonuçlandı
common_voice_tr_18237897.wav,99884,ancak süreçte daha fazla ilerleme kaydedilmedi
common_voice_tr_18237900.wav,96044,festival on iki kasım'a kadar devam edecek
common_voice_tr_18237898.wav,159788,yeni zadar limanı iki bin on bir yılında hizmete girecek
common_voice_tr_18237906.wav,98348,bunun da gelecek ay gerçekleşmesi bekleniyor
common_voice_tr_18237904.wav,117548,anlaşmanın ayrıntıları belirsizliğini koruyor
common_voice_tr_18237905.wav,92204,biz iki tarafı da desteklemiyoruz
common_voice_tr_18237913.wav,86828,mevki iki yıldır boş bulunuyor
common_voice_tr_18237918.wav,111404,konukların yüzde altmış altısı yabancılardan oluşuyor
common_voice_tr_18237920.wav,111404,sergiye on üç ülkeden kırk üç sanatçı katılıyor
common_voice_tr_18237924.wav,111404,kosor henüz bu meydan okumaya yanıt vermiş değil
common_voice_tr_18237943.wav,98348,bu sefer durum çok daha farklı
common_voice_tr_18237944.wav,117548,ancak hastalığı bu arzusuna engel oldu
common_voice_tr_18237940.wav,199724,bu başarının sırrı ne sırp halkını klasik müziğe nasıl yakınlaştırdınız
common_voice_tr_18237950.wav,130604,zaman içinde ikilinin arasında bir aşk doğuyor
common_voice_tr_18237947.wav,111404,türk liderlerin on altı
common_voice_tr_18237956.wav,122924,etkinliğe dokuz ülkeden kırk dokuz ressam katıldı
common_voice_tr_18237958.wav,111404,yunan takımı rusya'yı on üç on yendi
common_voice_tr_18238009.wav,119084,son derece uluslararası bir zihniyetteler
common_voice_tr_18238011.wav,125228,fakat bütün siyasiler bu kadar şanslı değildi
common_voice_tr_18238014.wav,79148,ama bu olmadı
common_voice_tr_18238016.wav,107564,proje yedi yüz milyon avro tutacak
common_voice_tr_18238015.wav,111404,ancak yeni yasa herkese uygulanmayacak
common_voice_tr_18238017.wav,99884,komşu kosova'da da durum aynı
common_voice_tr_19104250.wav,166700,romanya'da faal durumda sadece otuz sinema var
common_voice_tr_19104259.wav,145196,ancak bedel çok daha yüksek olabilir
common_voice_tr_19104269.wav,101420,bu yıl farklı
common_voice_tr_19104271.wav,112940,çekimlere iki bin on birde başlayacağız
common_voice_tr_19104273.wav,164396,bir diğer on altı bin altı yüz altmış iki kişi ise halen kayıp
common_voice_tr_19104279.wav,145196,ayrıca basın enformasyonundan da sorumluydu
common_voice_tr_19104282.wav,161324,harizaj mahkemede hiçbir açıklamada bulunmadı
common_voice_tr_19104289.wav,123692,duruşma on bir ekim'de yapılacak
common_voice_tr_19104290.wav,110636,herkes aynı duyguyu paylaşmıyor
common_voice_tr_19104294.wav,139820,biz ikinci sınıf avrupalılar değiliz
common_voice_tr_19104297.wav,104492,ziyaretin amacı neydi
common_voice_tr_19104305.wav,132140,ancak bu seçimlerin ikinci turu olmayacak
common_voice_tr_19104327.wav,122924,hareketle ilgili tartışmalar da çıkmadı değil
common_voice_tr_19104318.wav,135980,çocuklar hangi kategoriyi tercih ediyorlar
common_voice_tr_19104328.wav,129836,fabrikanın bir yıl içinde açılması bekleniyor
common_voice_tr_19104334.wav,101420,şimdi sıra onlara geldi
common_voice_tr_19104337.wav,139052,bu fazlanın bu yıl daha da artması bekleniyor
common_voice_tr_19104343.wav,170540,mevcut durum bu tür bir güce ihtiyaç duyulmayacak kadar güvenli mi
common_voice_tr_19104344.wav,106028,sekiz yıldır iktidardaydı
common_voice_tr_19104345.wav,120620,makroekonomik durum tekin kabul ediliyor
common_voice_tr_19104346.wav,162860,uiki bin dokuz yüz doksan yedi yılında saraybosna'da çaldı
common_voice_tr_19104357.wav,97580,savunma en güçlü unsur
common_voice_tr_19104365.wav,81452,ardından saçı kesiliyor
common_voice_tr_19104367.wav,93740,oyunla ilgili son gelişmeler nedir
common_voice_tr_19104380.wav,143660,toplam bin iki yüz civarında test yapılması bekleniyor
common_voice_tr_19104394.wav,132140,bükreş'e geldiğinde çocuk babasını arar
common_voice_tr_19104383.wav,165932,yaklaşık kırk milyon seçmen sandık başına gitti
common_voice_tr_19104371.wav,92972,ayrıntılı bilgi verilmedi
common_voice_tr_19104410.wav,119852,sonunda bütün suçlamalar düşürüldü
common_voice_tr_18351503.wav,149804,kotooshu unvanı on üç birlik skorla kazandı
common_voice_tr_18351504.wav,195884,merkezin iki bin on iki yılında açılması planlanıyor
common_voice_tr_18351554.wav,98348,orada hayat farklı
common_voice_tr_18351547.wav,144428,yüzde yüz uygulama sağlayamayız
common_voice_tr_18351578.wav,119084,şirket haftada üç sefer yapmayı planlıyor
common_voice_tr_18351577.wav,98348,adının açıklanmasını da istemiyor
common_voice_tr_18351557.wav,111404,otosansüre yaygın şekilde rastlanıyor
